schema_version,id,app_name,category,website,description,auth_methods,access_model,api_available,api_types,api_breadth,mcp_available,mcp_notes,buildability,primary_blocker,buildability_rationale,evidence,research_confidence,verification_status,verification_notes,researched_at,run_id
1.0,40,SendGrid,"4. Marketing, Ads, Email and Social",http://sendgrid.com/,unknown,"[""api_key""]",unknown,yes,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""stage03-targeted-40-auth_methods"", ""field"": ""auth_methods"", ""claim"": ""[\""api_key\""]"", ""url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""final_url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T21:11:51+00:00"", ""content_sha256"": ""1edbbb1e0f0a77607ad83011384b10b05069dd086a3d006c993d2138381b925a"", ""quote"": ""supports API keys"", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-targeted-40-api_available"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""final_url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T21:11:51+00:00"", ""content_sha256"": ""1edbbb1e0f0a77607ad83011384b10b05069dd086a3d006c993d2138381b925a"", ""quote"": ""Twilio SendGrid Web REST API v3"", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-targeted-40-api_types"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""final_url"": ""https://www.twilio.com/docs/sendgrid/api-reference/how-to-use-the-sendgrid-v3-api/authentication"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T21:11:51+00:00"", ""content_sha256"": ""1edbbb1e0f0a77607ad83011384b10b05069dd086a3d006c993d2138381b925a"", ""quote"": ""REST API v3"", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""Extraction failure: ValueError"", ""Stage03 correction: Official SendGrid v3 API authentication page identifies REST and API-key authentication through an Authorization Bearer header."", ""Stage03 correction: Official SendGrid v3 API authentication page identifies REST and API-key authentication through an Authorization Bearer header."", ""Stage03 correction: Official SendGrid v3 API authentication page identifies REST and API-key authentication through an Authorization Bearer header."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:13.890627+00:00,stage03-verification-pattern-analysis
1.0,41,Shopify,5. Ecommerce,shopify.dev,unknown,"[""oauth2"", ""bearer_token""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,review_and_permission_requirements,unknown,"[{""evidence_id"": ""human-report-041:auth_methods-1"", ""field"": ""auth_methods"", ""claim"": ""[\""oauth2\"", \""bearer_token\""]"", ""url"": ""https://shopify.dev/docs/api/usage/authentication"", ""final_url"": ""https://shopify.dev/docs/api/usage/authentication"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-041:auth_methods-2"", ""field"": ""auth_methods"", ""claim"": ""[\""oauth2\"", \""bearer_token\""]"", ""url"": ""https://shopify.dev/docs/api/admin-graphql"", ""final_url"": ""https://shopify.dev/docs/api/admin-graphql"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-041:primary_blocker-1"", ""field"": ""primary_blocker"", ""claim"": ""review_and_permission_requirements"", ""url"": ""https://shopify.dev/docs/apps/launch/distribution"", ""final_url"": ""https://shopify.dev/docs/apps/launch/distribution"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-041:primary_blocker-2"", ""field"": ""primary_blocker"", ""claim"": ""review_and_permission_requirements"", ""url"": ""https://shopify.dev/docs/apps/launch/distribution/select-distribution-method"", ""final_url"": ""https://shopify.dev/docs/apps/launch/distribution/select-distribution-method"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-041:primary_blocker-3"", ""field"": ""primary_blocker"", ""claim"": ""review_and_permission_requirements"", ""url"": ""https://shopify.dev/docs/api/usage/access-scopes"", ""final_url"": ""https://shopify.dev/docs/api/usage/access-scopes"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-041:primary_blocker-4"", ""field"": ""primary_blocker"", ""claim"": ""review_and_permission_requirements"", ""url"": ""https://shopify.dev/docs/apps/launch/protected-customer-data"", ""final_url"": ""https://shopify.dev/docs/apps/launch/protected-customer-data"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 correction: Shopify integration access depends on the app's distribution model and requested data. Custom-distribution apps can be installed on a specific store, or multiple stores within the same Shopify Plus organization, without Shopify app approval. Public-distribution apps intended for multiple merchants require Shopify approval through App Review before App Store distribution. Access is also scope-based, and certain sensitive capabilities require additional permission or Shopify approval, including protected customer data and restricted scopes. Therefore Shopify is buildable, but broad/public integrations are conditioned by review and permission requirements rather than a universal access block."", ""Stage03 correction: Shopify's GraphQL Admin API authenticates requests with an access token sent in the X-Shopify-Access-Token header. Shopify documents OAuth, usually token exchange or the authorization code grant depending on app type, as the standard flow for obtaining that token when an app acts on behalf of a merchant. Therefore OAuth2 is the authorization/token-acquisition mechanism, while the issued bearer-style access token authenticates individual API requests."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:21.827181+00:00,stage03-verification-pattern-analysis
1.0,42,WooCommerce,5. Ecommerce,http://woocommerce.com/document/woocommerce-rest-api,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:08.305300+00:00,stage03-verification-pattern-analysis
1.0,43,BigCommerce,5. Ecommerce,http://developer.bigcommerce.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""no_usable_official_source"", ""nonofficial_critical_evidence"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:31.054627+00:00,stage03-verification-pattern-analysis
1.0,44,Salesforce Commerce Cloud,5. Ecommerce,http://developer.salesforce.com/docs/commerce,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""low_confidence"", ""no_usable_official_source"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:24.025324+00:00,stage03-verification-pattern-analysis
1.0,45,Magento (Adobe Commerce),5. Ecommerce,http://developer.adobe.com/commerce,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:39.089970+00:00,stage03-verification-pattern-analysis
1.0,46,Squarespace,5. Ecommerce,http://developers.squarespace.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:50.617396+00:00,stage03-verification-pattern-analysis
1.0,47,Ecwid,5. Ecommerce,http://api-docs.ecwid.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:48.042969+00:00,stage03-verification-pattern-analysis
1.0,48,Gumroad,5. Ecommerce,http://gumroad.com/api,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""low_confidence"", ""no_usable_official_source"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:20:51.364001+00:00,stage03-verification-pattern-analysis
1.0,49,Amazon Selling Partner,5. Ecommerce,http://developer-docs.amazon.com/sp-api,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""no_usable_official_source"", ""nonofficial_critical_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:38.257603+00:00,stage03-verification-pattern-analysis
1.0,50,fanbasis,5. Ecommerce,http://fanbasis.com/,unknown,"[""unknown""]",unknown,yes,"[""unknown""]",unknown,unclear,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-050:api_available-1"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://apidocs.fan/api/basics"", ""final_url"": ""https://apidocs.fan/api/basics"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-050:api_available-2"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://www.fanbasis.com/public-api/"", ""final_url"": ""https://www.fanbasis.com/public-api/"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""no_usable_official_source"", ""nonofficial_critical_evidence"", ""quote_not_found"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:07.908285+00:00,stage03-verification-pattern-analysis
1.0,51,DataForSEO,"6. Data, SEO and Scraping",http://docs.dataforseo.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:23.770612+00:00,stage03-verification-pattern-analysis
1.0,52,SE Ranking,"6. Data, SEO and Scraping",http://seranking.com/api,unknown,"[""unknown""]",unknown,unknown,"[""rest""]",unknown,official,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-052:api_types-1"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://seranking.com/api.html"", ""final_url"": ""https://seranking.com/api.html"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-052:api_types-2"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://seranking.com/api/api-credits-system/"", ""final_url"": ""https://seranking.com/api/api-credits-system/"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-052:mcp_available-1"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://seranking.com/api.html"", ""final_url"": ""https://seranking.com/api.html"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-052:mcp_available-2"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://api.seranking.com/mcp"", ""final_url"": ""https://api.seranking.com/mcp"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: SE Ranking officially documents and hosts its own remote MCP server at https://api.seranking.com/mcp. The documentation states that it is centrally hosted and managed by SE Ranking, supports Streamable HTTP transport, uses OAuth 2.1 with dynamic client registration, and exposes 160+ tools across keyword research, backlinks, domain analysis, audits, AI Search visibility, SERP analysis, and project management. This is an official MCP implementation, not a community connector."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:31.387974+00:00,stage03-verification-pattern-analysis
1.0,53,Ahrefs,"6. Data, SEO and Scraping",http://ahrefs.com/api,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:43.800215+00:00,stage03-verification-pattern-analysis
1.0,54,MrScraper,"6. Data, SEO and Scraping",http://docs.mrscraper.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,buildable,usage_quota_and_target_site_constraints,"MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries.","[{""evidence_id"": ""human-report-054:buildability-1"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-054:buildability-2"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-054:buildability-3"", ""field"": ""buildability"", ""claim"": ""buildable"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-054:primary_blocker-1"", ""field"": ""primary_blocker"", ""claim"": ""usage_quota_and_target_site_constraints"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-054:primary_blocker-2"", ""field"": ""primary_blocker"", ""claim"": ""usage_quota_and_target_site_constraints"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-054:primary_blocker-3"", ""field"": ""primary_blocker"", ""claim"": ""usage_quota_and_target_site_constraints"", ""url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-054-buildability_rationale-1"", ""field"": ""buildability_rationale"", ""claim"": ""MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries."", ""url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/api-token"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-054-buildability_rationale-2"", ""field"": ""buildability_rationale"", ""claim"": ""MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries."", ""url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/billing"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-054-buildability_rationale-3"", ""field"": ""buildability_rationale"", ""claim"": ""MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries."", ""url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""final_url"": ""https://docs.mrscraper.com/docs/getting-started/mcp-server"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries."", ""Stage03 correction: MrScraper is directly buildable. Users can create API tokens for authentication, access documented scraping and results APIs, and use an official hosted MCP server or the published open-source MCP package. The platform has a free plan with no credit card required, while paid plans increase quotas and capabilities. Integration does not require partner or sales approval for ordinary use. Practical integrations can programmatically fetch pages, run AI or manual scrapers, rerun saved configurations, retrieve results, inspect account status, and perform SERP queries."", ""Stage03 correction: There is no documented approval or access gate preventing ordinary integration. The main documented constraints are usage quotas/tokens and target-site complexity. Every plan has finite token allowances, and further usage can require upgrading. Scraping cost and reliability also vary with JavaScript complexity, page size, bandwidth, data volume, proxy requirements, retries, and AI-processing load. These constraints condition scale and individual scraping jobs rather than blocking API integration itself."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:48.926720+00:00,stage03-verification-pattern-analysis
1.0,55,Apify,"6. Data, SEO and Scraping",http://docs.apify.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:21:58.878745+00:00,stage03-verification-pattern-analysis
1.0,56,Firecrawl,"6. Data, SEO and Scraping",firecrawl.dev,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""mixed_none_auth"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:22:01.966552+00:00,stage03-verification-pattern-analysis
1.0,57,Bright Data,"6. Data, SEO and Scraping",http://brightdata.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:22:07.955372+00:00,stage03-verification-pattern-analysis
